CRN,Course #,Course Title,Units,type,Days,Time,Bldg/Rm,Start-End,Instructor
34860,ESS-020-03L,Fundamentals of Geology,0,LAB,R,10:30-1:15pm,KOLLIG 202,28-AUG 12-DEC,"Jian, Mathew"
30186,ESS-100-01,Environmental ChemistryMust Also Register For a Corresponding Lab,4,LECT,TR,9:00-10:15am,CLSSRM 274,19-DEC 19-DEC,"Conklin, Martha"
30187,ESS-100-02L,Environmental Chemistry,0,LAB,M,1:00-3:50pm,SE2 130,28-AUG 12-DEC,"Lopez, Vivian"
30820,ESS-100-03L,Environmental Chemistry,0,LAB,W,1:00-3:50pm,CLSSRM 114,28-AUG 12-DEC,"Lopez, Vivian"
35095,ESS-100-04L,Environmental Chemistry,0,LAB,F,1:00-3:50pm,CLSSRM 282,17-DEC 17-DEC,"Lucas, Ryan"
34861,ESS-105-01,Biogeochemistry,3,LECT,MW,3:00-4:15pm,CLSSRM 265,17-DEC 17-DEC,"Fogel, Marilyn"
30188,ESS-110-01,Hydrology and Climate,4,LECT,MW,10:30-12:20pm,CLSSRM 279,28-AUG 12-DEC,"Villamizar Amaya, Sandra"
35131,ESS-132-01,Applied Climatology,3,LECT,M,12:30-2:50pm,KOLLIG 396,18-DEC 18-DEC,"Westerling, Anthony"
31182,ESS-148-01,Fundamentals of EcologyMust Also Register for a Corresponding Discussion.Students will participate in an overnight field trip.More details to be provided during the first week of class.,4,LECT,TR,10:30-11:45am,SSM 154,28-AUG 12-DEC,"Hart, Steve"
31183,ESS-148-02D,Fundamentals of Ecology,0,DISC,W,1:30-2:20pm,CLSSRM 120,17-DEC 17-DEC,"Gilbert, Richard"
31184,ESS-148-03D,Fundamentals of Ecology,0,DISC,W,2:30-3:20pm,CLSSRM 113,28-AUG 12-DEC,"Gilbert, Richard"
31536,ESS-190-02,Undergraduate Seminar,1,SEM,W,4:30-6:20pm,KOLLIG 217,28-AUG 12-DEC,"Sexton, Jason"
30067,FRE-001-01,Elementary French I,4,LECT,MTWR,1:00-1:50pm,SSB 130,13-DEC 13-DEC,"Bracco, Mercedes"
30377,FRE-001-02,Elementary French I,4,LECT,MTWR,2:00-2:50pm,CLSSRM 262,28-AUG 12-DEC,"Bracco, Mercedes"
31571,FRE-002-01,Elementary French II,4,LECT,MTWR,3:00-3:50pm,KOLLIG 209,16-DEC 16-DEC,"Bracco, Mercedes"
35111,GASP-002-01,Introduction to Music StudiesMust Also Register For a Corresponding Lab,4,LECT,MW,11:00-12:20pm,CLSSRM 105,28-AUG 12-DEC,"Kaminsky, David"
35117,GASP-002-02L,Introduction to Music Studies,0,LAB,F,8:00-8:50am,SSB 130,15-DEC 15-DEC,"Samuelson, Jennifer"
35118,GASP-002-03L,Introduction to Music Studies,0,LAB,F,9:00-9:50am,CLSSRM 262,28-AUG 12-DEC,"Samuelson, Jennifer"
35119,GASP-002-04L,Introduction to Music Studies,0,LAB,F,11:00-11:50am,CLSSRM 262,28-AUG 12-DEC,"Samuelson, Jennifer"
35120,GASP-002-05L,Introduction to Music Studies,0,LAB,F,12:00-12:50pm,CLSSRM 262,28-AUG 12-DEC,"Samuelson, Jennifer"
31020,GASP-003-01,Introduction to Visual Culture,4,LECT,MW,12:30-2:20pm,CLSSRM 276,28-AUG 12-DEC,"Yoshida, Kenichi"
35099,GASP-017-01,Music and Society,4,LECT,TR,9:00-10:50am,CLSSRM 265,28-AUG 12-DEC,"Beaster-Jones, Jayson"
31539,GASP-028-01,Meaning in Music,4,LECT,TR,1:00-2:50pm,CLSSRM 279,15-DEC 15-DEC,"Gale, Emily"
34968,GASP-031-01,Critical Popular Music Studies,4,LECT,TR,11:00-12:50pm,SE2 130,28-AUG 12-DEC,"Gale, Emily"
31075,GASP-034-01,The American Musical,4,LECT,MW,9:00-10:50am,KOLLIG 296,19-DEC 19-DEC,"Samuelson, Jennifer"
31615,GASP-141-01,Photography History,4,LECT,T,3:00-5:45pm,SE2 130,28-AUG 12-DEC,"Bhaumik, Sita"
34969,GASP-151-01,Hist of Viewing/Exhibiting Art,4,SEM,M,1:30-4:15pm,CLSSRM 272,13-DEC 13-DEC,"Lopez-Craig, Tonya"
34971,GASP-152-01,Popular Song in the US,4,SEM,MW,2:30-3:45pm,SSM 150,16-DEC 16-DEC,"Gale, Emily"
30385,HIST-010-01,Intro to World History to 1500Must Also Register for a Corresponding Discussion,4,LECT,MWF,10:30-11:20am,KOLLIG 217,28-AUG 12-DEC,"Perry, Nathan"
30386,HIST-010-02D,Intro to World History to 1500,0,DISC,F,12:00-12:50pm,KOLLIG 208,28-AUG 12-DEC,"Molano, Shaina"
30581,HIST-010-03D,Intro to World History to 1500,0,DISC,F,1:00-1:50pm,CLSSRM 114,18-DEC 18-DEC,"Molano, Shaina"
30582,HIST-010-04D,Intro to World History to 1500,0,DISC,T,7:30-8:20pm,CLSSRM 114,28-AUG 12-DEC,"Hernandez, Shayna"
31478,HIST-010-05D,Intro to World History to 1500,0,DISC,T,8:30-9:20pm,CLSSRM 279,28-AUG 12-DEC,"Hernandez, Shayna"
30387,HIST-016-01,"Forging of the US, 1607-1877Must Also Register for a Corresponding Discussion",4,LECT,TR,7:30-8:45am,CLSSRM 114,15-DEC 15-DEC,"Dawson, Kevin"
30388,HIST-016-02D,"Forging of the US, 1607-1877",0,DISC,F,9:00-9:50am,SSM 104,28-AUG 12-DEC,"Deol, Amrit"
30389,HIST-016-03D,"Forging of the US, 1607-1877",0,DISC,F,10:00-10:50am,CLSSRM 263,13-DEC 13-DEC,"Deol, Amrit"
30390,HIST-016-04D,"Forging of the US, 1607-1877",0,DISC,M,2:30-3:20pm,CLSSRM 276,16-DEC 16-DEC,"Gurevitz, Anna"
31044,HIST-016-06D,"Forging of the US, 1607-1877",0,DISC,T,2:00-2:50pm,CLSSRM 288,28-AUG 12-DEC,"Gurevitz, Anna"
31040,HIST-100-01,The Historian's Craft,4,SEM,W,6:30-9:15pm,CLSSRM 282,28-AUG 12-DEC,"Sifuentez, Mario"
35218,HIST-107-01,Topics in Urban History,4,LECT,MW,4:30-5:45pm,CLSSRM 265,16-DEC 16-DEC,"Torres-Rouff, David"
31479,HIST-108-01,Natural Resources and Conflict,4,SEM,MWF,1:30-2:20pm,SSM 116,28-AUG 12-DEC,"Gleason, Tiffany"
35133,HIST-108-02,History of Mexico,4,SEM,MWF,9:30-10:20am,SSM 116,28-AUG 12-DEC,"Ramos, Christina"
35134,HIST-109-01,"Medicine, Disease, and Empire",4,SEM,MWF,11:30-12:20pm,SSM 116,28-AUG 12-DEC,"Ramos, Christina"
35015,HIST-111-01,Legacy of Genghis Khan,4,LECT,TR,1:30-2:45pm,SSM 116,28-AUG 12-DEC,"Quinn, Sholeh"
31616,HIST-114-01,Photography History,4,LECT,T,3:00-5:45pm,SSM 116,28-AUG 12-DEC,"Bhaumik, Sita"
35016,HIST-115-01,Topics in African History,4,LECT,MW,6:00-7:15pm,SSM 116,28-AUG 12-DEC,"Gleason, Tiffany"
31481,HIST-116-01,History of Decolonization,4,SEM,TR,6:00-7:15pm,SSM 116,28-AUG 12-DEC,"Gleason, Tiffany"
35217,HIST-120R-01,Essence of Decision,4,LECT,TR,3:00-4:15pm,SSM 116,28-AUG 12-DEC,"Malloy, Sean"
34970,HIST-138-01,Hist of Viewing/Exhibiting Art,4,SEM,M,1:30-4:15pm,SSM 116,28-AUG 12-DEC,"Lopez-Craig, Tonya"
35219,HIST-158R-01,Orientalism: Research,4,SEM,TR,9:00-10:15am,CLSSRM 270,16-DEC 16-DEC,"Quinn, Sholeh"
35023,HIST-179-01,Renaissance & Reformation,4,SEM,MWF,2:30-3:20pm,SSM 116,28-AUG 12-DEC,"Perry, Nathan"
31039,HIST-191-01,Capstone Seminar,4,SEM,T,4:30-7:15pm,SSM 116,28-AUG 12-DEC,"Malloy, Sean"
35287,IH-201A-01,Theories and Methods A,4,SEM,T,3:00-5:50pm,CLSSRM 263,28-AUG 12-DEC,"Jelly-Schapiro, Eli"
35295,IH-201B-01,Theories and Methods B,4,SEM,T,3:00-5:50pm,CLSSRM 265,28-AUG 12-DEC,"Hatton, Nigel"
35289,IH-203-01,Pedagogy,4,SEM,M,3:30-6:20pm,CLSSRM 288,28-AUG 12-DEC,"Zanzucchi, Anne"
35291,IH-206-01,Methods and Research,4,SEM,R,3:00-5:50pm,CLSSRM 261,16-DEC 16-DEC,"Rebhun, Linda-Anne"
35288,IH-210-01,Readings in IH: Past Worlds,4,SEM,W,3:30-6:20pm,CLSSRM 105,28-AUG 12-DEC,"Sifuentez, Mario"
35290,IH-220-01,Readings in IH: Social/Spatial,4,SEM,F,1:00-3:50pm,CLSSRM 261,15-DEC 15-DEC,"Jolaosho, Tayo"
30068,JPN-001-01,Elementary Japanese I,4,LECT,MTWR,9:00-9:50am,KOLLIG 209,16-DEC 16-DEC,"Ishikida, Miki"
30378,JPN-001-02,Elementary Japanese I,4,LECT,MTWR,1:00-1:50pm,KOLLIG 396,28-AUG 12-DEC,"Ishikida, Miki"
30069,JPN-002-01,Elementary Japanese II,4,LECT,MTWR,12:00-12:50pm,CLSSRM 127,28-AUG 12-DEC,"Ishikida, Miki"
31232,JPN-003-01,Intermediate Japanese I,4,LECT,MTWR,11:00-11:50am,CLSSRM 120,16-DEC 16-DEC,"Schweizer, Miho"
30074,MATH-005-01,"Preparatory CalculusMust Also Register for a Corresponding Discussion SectionAll MATH 005 sections will be taught as a blend ofonline learning with face-to-face instruction.The lectures will be offered online and the discussionsections will be face-to-face instruction.Important Notes:Students must purchase ALEKS 360 and have regularaccess to a computer with reliable internet connection.Students have two options for ALEKS and textbook:1) ALEKS 360 with ebook access for 18 weeks costs $80 online2) ALEKS 360 with ebook access for 18 weeks and loose-leaftextbook by Coburn (Bundled Package) at the bookstorePlease contact Professor Yue Lei regarding course questions,at ylei2@ucmerced.edu.",4,LECT,,TBD-TBD,SSB 170,13-DEC 13-DEC,"Hambley, David"
30075,MATH-005-02D,Preparatory Calculus,0,DISC,T,7:30-9:20am,KOLLIG 217,28-AUG 12-DEC,"Albert, Maria"
30076,MATH-005-03D,Preparatory Calculus,0,DISC,T,12:00-1:50pm,CLSSRM 279,28-AUG 12-DEC,"Hambley, David"
30077,MATH-005-04D,Preparatory Calculus,0,DISC,T,12:00-1:50pm,SSM 104,17-DEC 17-DEC,"Navarro, Ivan"
30078,MATH-005-05D,Preparatory Calculus,0,DISC,W,7:30-9:20am,CLSSRM 279,28-AUG 12-DEC,"Albert, Maria"
30079,MATH-005-06D,Preparatory Calculus,0,DISC,W,9:30-11:20am,SSB 120,19-DEC 19-DEC,"Hogan, Gregory"
30080,MATH-005-10,Preparatory CalculusMust Also Register for a Corresponding DiscussionRefer to note above for details on class instruction methodand required materials,4,LECT,,TBD-TBD,CLSSRM 286,28-AUG 12-DEC,"Hambley, David"
30189,MATH-005-14D,Preparatory Calculus,0,DISC,W,5:30-7:20pm,SSB 120,18-DEC 18-DEC,"Swenson, Daniel"
30960,MATH-005-15D,Preparatory Calculus,0,DISC,T,4:30-6:20pm,,28-AUG 12-DEC,"Navarro, Ivan"
30190,MATH-005-20,Preparatory CalculusMust Also Register for a Corresponding DiscussionRefer to note above for details on class instruction methodand required materials,4,LECT,,TBD-TBD,CLSSRM 267,28-AUG 12-DEC,"Hambley, David"
30618,MATH-005-21D,Preparatory Calculus,0,DISC,T,7:30-9:20pm,,28-AUG 12-DEC,"Hogan, Gregory"
30655,MATH-005-22D,Preparatory Calculus,0,DISC,W,11:30-1:20pm,SSB 160,15-DEC 15-DEC,"Hogan, Gregory"
30656,MATH-005-23D,Preparatory Calculus,0,DISC,R,8:00-9:50am,SSM 125,28-AUG 12-DEC,"Albert, Maria"
30657,MATH-005-24D,Preparatory Calculus,0,DISC,F,7:30-9:20am,,28-AUG 12-DEC,"Nebel, Grant"
30961,MATH-005-25D,Preparatory Calculus,0,DISC,R,6:00-7:50pm,,28-AUG 12-DEC,"Nebel, Grant"
31185,MATH-005-30,Preparatory CalculusMust Also Register for a Corresponding DiscussionRefer to note above for details on class instruction methodand required materials,4,LECT,,TBD-TBD,KOLLIG 396,28-AUG 12-DEC,"Hambley, David"
31186,MATH-005-31D,Preparatory Calculus,0,DISC,W,1:30-3:20pm,CLSSRM 272,28-AUG 12-DEC,"Hambley, David"
31187,MATH-005-32D,Preparatory Calculus,0,DISC,W,3:30-5:20pm,CLSSRM 288,28-AUG 12-DEC,"Hogan, Gregory"
31188,MATH-005-33D,Preparatory Calculus,0,DISC,W,11:30-1:20pm,CLSSRM 127,15-DEC 15-DEC,"Hambley, David"
31189,MATH-005-34D,Preparatory Calculus,0,DISC,W,3:30-5:20pm,CLSSRM 263,19-DEC 19-DEC,"Hambley, David"
31190,MATH-005-35D,Preparatory Calculus,0,DISC,R,4:00-5:50pm,CLSSRM 127,28-AUG 12-DEC,"Navarro, Ivan"
31191,MATH-005-40,Preparatory CalculusMust Also Register for a Corresponding DiscussionRefer to note above for details on class instruction methodand required materials,4,LECT,,TBD-TBD,CLSSRM 265,28-AUG 12-DEC,"Hambley, David"
31192,MATH-005-41D,Preparatory Calculus,0,DISC,F,1:30-3:20pm,CLSSRM 279,16-DEC 16-DEC,"Swenson, Daniel"
31193,MATH-005-42D,Preparatory Calculus,0,DISC,F,11:30-1:20pm,CLSSRM 288,28-AUG 12-DEC,"Swenson, Daniel"
35344,MATH-005-43D,Preparatory Calculus,0,DISC,T,8:30-10:20am,SSM 104,19-DEC 19-DEC,"Navarro, Ivan"
35346,MATH-005-45D,Preparatory Calculus,0,DISC,R,8:30-10:20am,CLSSRM 209,28-AUG 12-DEC,"Navarro, Ivan"
30512,MATH-011-01,Calculus IMust Also Register for a Corresponding Discussion,4,LECT,MWF,8:30-9:20am,KOLLIG 217,18-DEC 18-DEC,"Sollberger, Derek"
30513,MATH-011-02D,Calculus I,0,DISC,M,3:30-5:20pm,KOLLIG 396,28-AUG 12-DEC,"Maelfeyt, Bryan"
30514,MATH-011-03D,Calculus I,0,DISC,T,8:00-9:50pm,SSM 102,28-AUG 12-DEC,"Tan, Amanda"
30515,MATH-011-04D,Calculus I,0,DISC,W,7:30-9:20pm,CLSSRM 114,28-AUG 12-DEC,"Tan, Amanda"
30516,MATH-011-05D,Calculus I,0,DISC,T,6:00-7:50pm,CLSSRM 276,28-AUG 12-DEC,"Maelfeyt, Bryan"
30570,MATH-011-20,Calculus IMust Also Register for a Corresponding Discussion,4,LECT,MWF,9:30-10:20am,CLSSRM 102,19-DEC 19-DEC,"Sollberger, Derek"
30571,MATH-011-21D,Calculus I,0,DISC,M,11:30-1:20pm,CLSSRM 127,28-AUG 12-DEC,"Gramada, Apostol"
30573,MATH-011-23D,Calculus I,0,DISC,W,1:30-3:20pm,CLSSRM 127,28-AUG 12-DEC,"Pate, Jacob"
30574,MATH-011-24D,Calculus I,0,DISC,W,7:30-9:20am,CLSSRM 262,17-DEC 17-DEC,"Melton, Charles"
31166,MATH-011-25D,Calculus I,0,DISC,W,7:30-9:20am,CLSSRM 267,28-AUG 12-DEC,"Lopez, Rodolfo"
31167,MATH-011-26D,Calculus I,0,DISC,T,4:00-5:50pm,CLSSRM 120,13-DEC 13-DEC,"Dahal, Jiba"
31513,MATH-011-30,Calculus IMust Also Register for a Corresponding Discussion,4,LECT,MWF,4:30-5:20pm,CLSSRM 127,28-AUG 12-DEC,"Sollberger, Derek"
31514,MATH-011-31D,Calculus I,0,DISC,T,6:00-7:50pm,CLSSRM 129,28-AUG 12-DEC,"Dahal, Jiba"
31515,MATH-011-32D,Calculus I,0,DISC,W,9:30-11:20am,CLSSRM 127,28-AUG 12-DEC,"Melton, Charles"
31516,MATH-011-33D,Calculus I,0,DISC,F,1:30-3:20pm,,28-AUG 12-DEC,"Pate, Jacob"
31517,MATH-011-34D,Calculus I,0,DISC,F,11:30-1:20pm,,28-AUG 12-DEC,"Jennings, Cameron"
31163,MATH-011-35D,Calculus I,0,DISC,F,1:30-3:20pm,CLSSRM 129,28-AUG 12-DEC,"Lopez, Rodolfo"
31519,MATH-011-36D,Calculus I,0,DISC,T,8:00-9:50pm,,28-AUG 12-DEC,"Jennings, Cameron"
30517,MATH-012-01,Calculus IIMust Also Register for a Corresponding Discussion,4,LECT,MWF,1:30-2:20pm,CLSSRM 270,13-DEC 13-DEC,"Stepanian, Haik"
30518,MATH-012-02D,Calculus II,0,DISC,M,6:00-7:50pm,KOLLIG 217,28-AUG 12-DEC,"Douandju, William"
30520,MATH-012-04D,Calculus II,0,DISC,M,7:30-9:20am,,28-AUG 12-DEC,"Douandju, William"
30521,MATH-012-05D,Calculus II,0,DISC,W,11:30-1:20pm,,28-AUG 12-DEC,"Wang, Dadong"
35186,MATH-012-06D,Calculus II,0,DISC,M,9:30-11:20am,,28-AUG 12-DEC,"Wang, Dadong"
30966,MATH-012-20,Calculus IIMust Also Register for a Corresponding Discussion,4,LECT,MWF,2:30-3:20pm,,28-AUG 12-DEC,"Stepanian, Haik"
30967,MATH-012-21D,Calculus II,0,DISC,W,5:30-7:20pm,CLSSRM 127,28-AUG 12-DEC,"Inan, Nader"
30968,MATH-012-22D,Calculus II,0,DISC,W,7:30-9:20pm,CLSSRM 105,19-DEC 19-DEC,"Inan, Nader"
30969,MATH-012-23D,Calculus II,0,DISC,T,6:00-7:50pm,,28-AUG 12-DEC,"Riahinasab, Tayebeh"
35339,MATH-012-24D,Calculus II,0,DISC,T,1:00-2:50pm,,28-AUG 12-DEC,"Riahinasab, Tayebeh"
30191,MATH-015-01,Intro. Sci. Data AnalysisMust Also Register for a Corresponding Lab,2,LECT,F,8:30-9:20am,KOLLIG 217,28-AUG 12-DEC,"Brooke, Bob"
30192,MATH-015-02L,Intro. Sci. Data Analysis,0,LAB,T,2:00-3:50pm,KOLLIG 217,28-AUG 12-DEC,"Singh, Simar"
30193,MATH-015-03L,Intro. Sci. Data Analysis,0,LAB,T,4:00-5:50pm,,28-AUG 12-DEC,"Singh, Simar"
30194,MATH-015-04L,Intro. Sci. Data Analysis,0,LAB,T,6:00-7:50pm,CLSSRM 116,28-AUG 12-DEC,"Singh, Simar"
30195,MATH-015-05L,Intro. Sci. Data Analysis,0,LAB,W,2:00-3:50pm,,28-AUG 12-DEC,"Crouch, Theo"
30196,MATH-015-06L,Intro. Sci. Data Analysis,0,LAB,W,4:00-5:50pm,,28-AUG 12-DEC,"Crouch, Theo"
30197,MATH-015-07L,Intro. Sci. Data Analysis,0,LAB,W,6:00-7:50pm,,28-AUG 12-DEC,"Crouch, Theo"
30658,MATH-015-08L,Intro. Sci. Data Analysis,0,LAB,T,8:00-9:50am,CLSSRM 288,28-AUG 12-DEC,"Gibb, Edwin"
30659,MATH-015-09L,Intro. Sci. Data Analysis,0,LAB,T,10:00-11:50am,,28-AUG 12-DEC,"Gibb, Edwin"
30660,MATH-015-10L,Intro. Sci. Data Analysis,0,LAB,T,12:00-1:50pm,CLSSRM 279,28-AUG 12-DEC,"Gibb, Edwin"
30661,MATH-015-11L,Intro. Sci. Data Analysis,0,LAB,W,8:00-9:50am,,28-AUG 12-DEC,"Sebastian, Aimy"
30662,MATH-015-12L,Intro. Sci. Data Analysis,0,LAB,W,10:00-11:50am,,28-AUG 12-DEC,"Sebastian, Aimy"
30663,MATH-015-13L,Intro. Sci. Data Analysis,0,LAB,W,12:00-1:50pm,CLSSRM 279,28-AUG 12-DEC,"Sebastian, Aimy"
30971,MATH-018-01,Stat Sci Data AnalysisMust Also Register for a Corresponding Discussion,4,LECT,TR,4:30-5:45pm,,28-AUG 12-DEC,"Brooke, Bob"
30972,MATH-018-02D,Stat Sci Data Analysis,0,DISC,W,7:30-9:20am,CLSSRM 279,28-AUG 12-DEC,"Liberto, Jennifer"
30973,MATH-018-03D,Stat Sci Data Analysis,0,DISC,W,1:30-3:20pm,,28-AUG 12-DEC,"Liberto, Jennifer"
30974,MATH-018-04D,Stat Sci Data Analysis,0,DISC,W,11:30-1:20pm,CLSSRM 120,28-AUG 12-DEC,"Brooke, Bob"
30198,MATH-021-01,Calc I Phys Sciences & EngMust Also Register for a Corresponding Discussion,4,LECT,MWF,8:30-9:20am,,28-AUG 12-DEC,"Lei, Yue"
30199,MATH-021-02D,Calc I Phys Sciences & Eng,0,DISC,M,9:30-11:20am,SSB 160,16-DEC 16-DEC,"Stobb, Michael"
30200,MATH-021-03D,Calc I Phys Sciences & Eng,0,DISC,M,1:30-3:20pm,,28-AUG 12-DEC,"Mendoza, Marcos"
30201,MATH-021-04D,Calc I Phys Sciences & Eng,0,DISC,F,9:30-11:20am,,28-AUG 12-DEC,"Owens, Elizabeth"
30202,MATH-021-05D,Calc I Phys Sciences & Eng,0,DISC,F,1:30-3:20pm,CLSSRM 129,28-AUG 12-DEC,"Mendoza, Marcos"
33852,MATH-021-07D,Calc I Phys Sciences & Eng,0,DISC,F,11:30-1:20pm,,28-AUG 12-DEC,"Owens, Elizabeth"
30203,MATH-021-20,Calc I Phys Sciences & EngMust Also Register for a Corresponding Discussion,4,LECT,MWF,2:30-3:20pm,,28-AUG 12-DEC,"Yatskar, Alexander"
30204,MATH-021-21D,Calc I Phys Sciences & Eng,0,DISC,M,7:30-9:20am,KOLLIG 296,28-AUG 12-DEC,"Stobb, Michael"
30205,MATH-021-22D,Calc I Phys Sciences & Eng,0,DISC,R,6:00-7:50pm,,28-AUG 12-DEC,"Morales, Rafael"
30206,MATH-021-23D,Calc I Phys Sciences & Eng,0,DISC,R,8:00-9:50pm,,28-AUG 12-DEC,"Morales, Rafael"
30207,MATH-021-24D,Calc I Phys Sciences & Eng,0,DISC,W,7:30-9:20am,,28-AUG 12-DEC,"Reynoso, Eduardo"
33862,MATH-021-25D,Calc I Phys Sciences & Eng,0,DISC,F,3:30-5:20pm,KOLLIG 396,28-AUG 12-DEC,"Reynoso, Eduardo"
30208,MATH-022-01,Calc II Phys Sciences & EngMust Also Register for a Corresponding Discussion,4,LECT,MWF,10:30-11:20am,CLSSRM 282,28-AUG 12-DEC,"Yatskar, Alexander"
30209,MATH-022-02D,Calc II Phys Sciences & Eng,0,DISC,M,7:30-9:20pm,CLSSRM 105,28-AUG 12-DEC,"Branson, Keivan"
30210,MATH-022-03D,Calc II Phys Sciences & Eng,0,DISC,M,8:00-9:50pm,,28-AUG 12-DEC,"Chen, Ai Chun"
30211,MATH-022-04D,Calc II Phys Sciences & Eng,0,DISC,M,6:00-7:50pm,,28-AUG 12-DEC,"Chen, Ai Chun"
33863,MATH-022-06D,Calc II Phys Sciences & Eng,0,DISC,F,7:30-9:20am,,28-AUG 12-DEC,"Branson, Keivan"
30976,MATH-022-20,Calc II Phys Sciences & EngMust Also Register for a Corresponding Discussion,4,LECT,MWF,9:30-10:20am,CLSSRM 282,28-AUG 12-DEC,"Yatskar, Alexander"
30979,MATH-022-21D,Calc II Phys Sciences & Eng,0,DISC,W,7:30-9:20pm,CLSSRM 264,18-DEC 18-DEC,"Thompson, Terese"
30977,MATH-022-22D,Calc II Phys Sciences & Eng,0,DISC,F,11:30-1:20pm,,28-AUG 12-DEC,"Huang, Li-Hsuan"
30978,MATH-022-23D,Calc II Phys Sciences & Eng,0,DISC,F,1:30-3:20pm,CLSSRM 129,28-AUG 12-DEC,"Huang, Li-Hsuan"
34863,MATH-022-24D,Calc II Phys Sciences & Eng,0,DISC,T,8:00-9:50pm,KOLLIG 396,28-AUG 12-DEC,"Thompson, Terese"
30213,MATH-023-01,Vector CalculusMust Also Register for a Corresponding Discussion,4,LECT,MWF,11:30-12:20pm,,28-AUG 12-DEC,"Griesemer, Marc"
30214,MATH-023-02D,Vector Calculus,0,DISC,T,8:00-9:50pm,,28-AUG 12-DEC,"Sandoval, Christopher"
30215,MATH-023-03D,Vector Calculus,0,DISC,M,7:00-8:50pm,CLSSRM 276,28-AUG 12-DEC,"Sandoval, Christopher"
31172,MATH-023-04D,Vector Calculus,0,DISC,R,8:00-9:50pm,,28-AUG 12-DEC,"Martin, David"
31171,MATH-023-07D,Vector Calculus,0,DISC,W,8:00-9:50am,,28-AUG 12-DEC,"Roberts, Eric"
31520,MATH-023-20,Vector CalculusMust Also Register for a Corresponding Discussion,4,LECT,TR,6:00-7:20pm,CLSSRM 262,17-DEC 17-DEC,"Stepanian, Haik"
31523,MATH-023-21D,Vector Calculus,0,DISC,W,8:00-9:50pm,,28-AUG 12-DEC,"Martin, David"
31521,MATH-023-22D,Vector Calculus,0,DISC,F,8:30-10:20am,KOLLIG 296,28-AUG 12-DEC,"Panah, Mac"
31522,MATH-023-23D,Vector Calculus,0,DISC,F,11:30-1:20pm,,28-AUG 12-DEC,"Panah, Mac"
35187,MATH-023-24D,Vector Calculus,0,DISC,W,4:00-5:50pm,,28-AUG 12-DEC,"Roberts, Eric"
30217,MATH-024-01,Lin Alg & Diff EqsMust Also Register for a Corresponding Discussion,4,LECT,MWF,12:30-1:20pm,SSB 160,28-AUG 12-DEC,"Luan, Vu Thai"
30218,MATH-024-02D,Lin Alg & Diff Eqs,0,DISC,R,8:00-9:50pm,CLSSRM 274,16-DEC 16-DEC,"Hoffman, Christine"
30219,MATH-024-03D,Lin Alg & Diff Eqs,0,DISC,M,8:00-9:50pm,,28-AUG 12-DEC,"Rawat, Shagun"
30220,MATH-024-04D,Lin Alg & Diff Eqs,0,DISC,F,7:30-9:20am,,28-AUG 12-DEC,"Hoffman, Christine"
31173,MATH-024-06D,Lin Alg & Diff Eqs,0,DISC,M,7:30-9:20am,CLSSRM 288,13-DEC 13-DEC,"Baikejiang, Reheman"
31524,MATH-024-20,Lin Alg & Diff EqsMust Register for Corresponding Discussion,4,LECT,TR,4:30-5:50pm,,28-AUG 12-DEC,"Luan, Vu Thai"
31525,MATH-024-21D,Lin Alg & Diff Eqs,0,DISC,F,9:30-11:20am,CLSSRM 265,28-AUG 12-DEC,"Adhikari, Lasith"
31526,MATH-024-22D,Lin Alg & Diff Eqs,0,DISC,M,8:00-9:50am,,28-AUG 12-DEC,"Rawat, Shagun"
31527,MATH-024-23D,Lin Alg & Diff Eqs,0,DISC,F,1:30-3:20pm,CLSSRM 263,28-AUG 12-DEC,"Adhikari, Lasith"
35188,MATH-024-24D,Lin Alg & Diff Eqs,0,DISC,M,9:30-11:20am,,28-AUG 12-DEC,"Baikejiang, Reheman"
30980,MATH-032-01,Probability and StatisticsMust Also Register for a Corresponding Discussion,4,LECT,TR,10:30-11:45am,CLSSRM 267,28-AUG 12-DEC,"Swenson, Daniel"
30981,MATH-032-02D,Probability and Statistics,0,DISC,R,12:00-1:50pm,CLSSRM 116,28-AUG 12-DEC,"Kerfoot, Mark"
30982,MATH-032-03D,Probability and Statistics,0,DISC,R,6:00-7:50pm,CLSSRM 114,28-AUG 12-DEC,"Brust, Johannes"
31174,MATH-032-04D,Probability and Statistics,0,DISC,F,9:30-11:20am,,28-AUG 12-DEC,"Kerfoot, Mark"
31175,MATH-032-05D,Probability and Statistics,0,DISC,F,12:30-2:20pm,KOLLIG 396,28-AUG 12-DEC,"Brust, Johannes"
31253,MATH-050-01,Beginning MATLAB ProgrammingMATH 050-01 is held during the period ofAugust 28th - October 19th.Students must register online by 8/29/14 or withinstructor permission at the Student's First Centerby 9/4/14.,2,LECT,TR,9:00-10:15am,,28-AUG 12-DEC,"Hogan, Gregory"
35200,MATH-101-01,Real Analysis,4,LECT,MWF,9:30-10:20am,CLSSRM 272,15-DEC 15-DEC,"Lei, Yue"
35201,MATH-101-02D,Real Analysis,0,DISC,W,10:30-11:20am,CLSSRM 102,28-AUG 12-DEC,"Lei, Yue"
30526,MATH-125-01,Intermediate Diff EqsMust Also Register for a Corresponding Discussion,4,LECT,TR,1:30-2:45pm,CLSSRM 274,16-DEC 16-DEC,"Kim, Arnold"
